CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Quantidade_Total_Membros;Quantidade_Membros_Remunerados;Diluicao_Potencial;Preco_Medio_Ponderado_Opcoes_Em_Aberto;Preco_Medio_Ponderado_Opcoes_Perdidas;Preco_Medio_Ponderado_Opcoes_Exercidas
52.548.435/0001-79;2025-12-31;3;154228;JSL S.A.;2025-01-01;2025-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
52.548.435/0001-79;2025-12-31;3;154228;JSL S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;5.00;5.00;0.000000;0.00;0.00;0.00
53.153.938/0001-08;2025-12-31;7;154541;UNIÃO PET PARTICIPAÇÕES S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
53.153.938/0001-08;2025-12-31;7;154541;UNIÃO PET PARTICIPAÇÕES S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;1.00;0.210000;1147.91;0.00;0.00
53.153.938/0001-08;2025-12-31;7;154541;UNIÃO PET PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
53.153.938/0001-08;2025-12-31;7;154541;UNIÃO PET PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;1.00;0.072000;1096.06;0.00;0.00
53.153.938/0001-08;2025-12-31;7;154541;UNIÃO PET PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
53.153.938/0001-08;2025-12-31;7;154541;UNIÃO PET PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;1.00;0.072000;0.00;0.00;0.00
53.153.938/0001-08;2025-12-31;7;154541;UNIÃO PET PARTICIPAÇÕES S.A.;2025-01-01;2025-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
53.153.938/0001-08;2025-12-31;7;154541;UNIÃO PET PARTICIPAÇÕES S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;4.00;1.00;0.280000;1211.04;0.00;0.00
56.720.428/0001-63;2025-12-31;3;152181;ROMI S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
56.720.428/0001-63;2025-12-31;3;152181;ROMI S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
56.720.428/0001-63;2025-12-31;3;152181;ROMI S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;0.00;0.000000;0.00;0.00;0.00
56.720.428/0001-63;2025-12-31;3;152181;ROMI S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.25;0.00;0.000000;0.00;0.00;0.00
56.720.428/0001-63;2025-12-31;3;152181;ROMI S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
56.720.428/0001-63;2025-12-31;3;152181;ROMI S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;0.00;0.000000;0.00;0.00;0.00
56.720.428/0001-63;2025-12-31;3;152181;ROMI S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.75;0.00;0.000000;0.00;0.00;0.00
56.720.428/0001-63;2025-12-31;3;152181;ROMI S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
56.720.428/0001-63;2025-12-31;3;152181;ROMI S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;6.00;0.00;0.000000;0.00;0.00;0.00
58.119.199/0001-51;2025-12-31;8;154798;ODONTOPREV S.A.;2023-01-01;2023-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
58.119.199/0001-51;2025-12-31;8;154798;ODONTOPREV S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
58.119.199/0001-51;2025-12-31;8;154798;ODONTOPREV S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;7.00;0.00;0.000000;0.00;0.00;0.00
58.119.199/0001-51;2025-12-31;8;154798;ODONTOPREV S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
58.119.199/0001-51;2025-12-31;8;154798;ODONTOPREV S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
58.119.199/0001-51;2025-12-31;8;154798;ODONTOPREV S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;1.00;0.000000;13.03;13.03;0.00
58.119.199/0001-51;2025-12-31;8;154798;ODONTOPREV S.A.;2024-01-01;2024-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
58.119.199/0001-51;2025-12-31;8;154798;ODONTOPREV S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
58.119.199/0001-51;2025-12-31;8;154798;ODONTOPREV S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;6.67;0.00;0.000000;0.00;0.00;0.00
58.119.199/0001-51;2025-12-31;8;154798;ODONTOPREV S.A.;2025-01-01;2025-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
58.119.199/0001-51;2025-12-31;8;154798;ODONTOPREV S.A.;2025-01-01;2025-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
58.119.199/0001-51;2025-12-31;8;154798;ODONTOPREV S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;8.50;0.00;0.000000;0.00;0.00;0.00
59.105.999/0001-86;2025-12-31;6;152922;WHIRLPOOL S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;2.00;0.000000;3964408.00;0.00;0.00
59.105.999/0001-86;2025-12-31;6;152922;WHIRLPOOL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;0.000000;13214645.00;0.00;0.00
59.105.999/0001-86;2025-12-31;6;152922;WHIRLPOOL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;4.00;0.000000;9023518.00;0.00;0.00
59.105.999/0001-86;2025-12-31;6;152922;WHIRLPOOL S.A.;2022-01-01;2022-12-31;Conselho de Administração;4.00;1.00;0.000000;1038.15;926.37;516.49
59.105.999/0001-86;2025-12-31;6;152922;WHIRLPOOL S.A.;2024-01-01;2024-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
59.105.999/0001-86;2025-12-31;6;152922;WHIRLPOOL S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
59.105.999/0001-86;2025-12-31;6;152922;WHIRLPOOL S.A.;2025-01-01;2025-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
59.105.999/0001-86;2025-12-31;6;152922;WHIRLPOOL S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
60.651.809/0001-05;2025-12-31;4;154178;SUZANO HOLDING S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;0.00;0.000000;0.00;0.00;0.00
60.651.809/0001-05;2025-12-31;4;154178;SUZANO HOLDING S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.67;0.00;0.000000;0.00;0.00;0.00
60.651.809/0001-05;2025-12-31;4;154178;SUZANO HOLDING S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;0.00;0.000000;0.00;0.00;0.00
60.651.809/0001-05;2025-12-31;4;154178;SUZANO HOLDING S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;4.00;0.00;0.000000;0.00;0.00;0.00
60.840.055/0001-31;2025-12-31;10;154684;FLEURY S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.75;3.00;22.000000;8.74;0.00;8.74
60.840.055/0001-31;2025-12-31;10;154684;FLEURY S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.58;0.00;0.000000;27.66;0.00;0.00
60.840.055/0001-31;2025-12-31;10;154684;FLEURY S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.58;0.00;0.000000;27.66;0.00;0.00
60.840.055/0001-31;2025-12-31;10;154684;FLEURY S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;5.00;1.00;0.000000;27.66;0.00;27.66
60.851.615/0001-53;2025-12-31;2;151943;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho de Administração;2.92;2.92;0.000000;0.00;0.00;0.00
60.851.615/0001-53;2025-12-31;2;151943;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Diretoria Estatutária;2.83;2.83;0.000000;0.00;0.00;0.00
60.851.615/0001-53;2025-12-31;2;151943;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Conselho de Administração;2.84;2.84;0.000000;0.00;0.00;0.00
60.851.615/0001-53;2025-12-31;2;151943;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0.000000;0.00;0.00;0.00
60.851.615/0001-53;2025-12-31;2;151943;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;2024-01-01;2024-12-31;Conselho de Administração;3.33;3.33;0.000000;0.00;0.00;0.00
60.851.615/0001-53;2025-12-31;2;151943;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;0.000000;0.00;0.00;0.00
61.065.298/0001-02;2025-12-31;2;149599;MANGELS INDUSTRIAL S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;6.00;0.000000;0.00;0.00;0.00
61.065.298/0001-02;2025-12-31;2;149599;MANGELS INDUSTRIAL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;0.000000;0.00;0.00;0.00
61.065.298/0001-02;2025-12-31;2;149599;MANGELS INDUSTRIAL S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;7.00;0.000000;0.00;0.00;0.00
61.065.298/0001-02;2025-12-31;2;149599;MANGELS INDUSTRIAL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0.000000;0.00;0.00;0.00
61.065.298/0001-02;2025-12-31;2;149599;MANGELS INDUSTRIAL S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;7.00;0.000000;0.00;0.00;0.00
61.065.298/0001-02;2025-12-31;2;149599;MANGELS INDUSTRIAL S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;0.000000;0.00;0.00;0.00
61.065.298/0001-02;2025-12-31;2;149599;MANGELS INDUSTRIAL S.A.;2025-01-01;2025-12-31;Conselho de Administração;7.00;7.00;0.000000;0.00;0.00;0.00
61.065.298/0001-02;2025-12-31;2;149599;MANGELS INDUSTRIAL S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;3.00;3.00;0.000000;0.00;0.00;0.00
61.065.298/0001-02;2025-12-31;2;149599;MANGELS INDUSTRIAL S.A.;2025-01-01;2025-12-31;Conselho Fiscal;3.00;3.00;0.000000;0.00;0.00;0.00
61.088.894/0001-08;2025-12-31;1;148547;CAMBUCI S.A.;2022-01-01;2022-12-31;Conselho de Administração;3.00;3.00;0.000000;0.00;0.00;0.00
61.088.894/0001-08;2025-12-31;1;148547;CAMBUCI S.A.;2023-01-01;2023-12-31;Conselho de Administração;3.00;3.00;0.000000;0.00;0.00;0.00
61.088.894/0001-08;2025-12-31;1;148547;CAMBUCI S.A.;2024-01-01;2024-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
61.156.113/0001-75;2025-12-31;6;153932;IOCHPE MAXION S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;9.00;0.000000;0.00;0.00;0.00
61.156.113/0001-75;2025-12-31;6;153932;IOCHPE MAXION S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.75;0.75;0.000000;0.00;0.00;0.00
61.156.113/0001-75;2025-12-31;6;153932;IOCHPE MAXION S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;0.000000;0.00;0.00;0.00
61.156.113/0001-75;2025-12-31;6;153932;IOCHPE MAXION S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;9.00;0.000000;0.00;0.00;0.00
61.156.113/0001-75;2025-12-31;6;153932;IOCHPE MAXION S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;0.000000;0.00;0.00;0.00
61.156.113/0001-75;2025-12-31;6;153932;IOCHPE MAXION S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.67;3.67;0.000000;0.00;0.00;0.00
61.156.113/0001-75;2025-12-31;6;153932;IOCHPE MAXION S.A.;2024-01-01;2024-12-31;Conselho de Administração;9.00;9.00;0.000000;0.00;0.00;0.00
61.156.113/0001-75;2025-12-31;6;153932;IOCHPE MAXION S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;4.00;0.000000;0.00;0.00;0.00
61.156.113/0001-75;2025-12-31;6;153932;IOCHPE MAXION S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.00;3.00;0.000000;0.00;0.00;0.00
61.156.113/0001-75;2025-12-31;6;153932;IOCHPE MAXION S.A.;2025-01-01;2025-12-31;Conselho de Administração;9.00;9.00;0.000000;0.00;0.00;0.00
61.156.113/0001-75;2025-12-31;6;153932;IOCHPE MAXION S.A.;2025-01-01;2025-12-31;Conselho Fiscal;3.00;3.00;0.000000;0.00;0.00;0.00
61.156.113/0001-75;2025-12-31;6;153932;IOCHPE MAXION S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;4.00;4.00;0.000000;0.00;0.00;0.00
61.156.931/0001-78;2025-12-31;6;154260;ALIPERTI S.A.;2023-01-01;2023-12-31;Conselho de Administração;4.00;4.00;0.000000;0.00;0.00;0.00
61.156.931/0001-78;2025-12-31;6;154260;ALIPERTI S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;0.000000;0.00;0.00;0.00
61.156.931/0001-78;2025-12-31;6;154260;ALIPERTI S.A.;2024-01-01;2024-12-31;Conselho de Administração;4.00;4.00;0.000000;0.00;0.00;0.00
61.156.931/0001-78;2025-12-31;6;154260;ALIPERTI S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;2.00;2.00;0.000000;0.00;0.00;0.00
61.189.288/0001-89;2025-12-31;5;154423;MARISA LOJAS S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.08;0.00;0.000000;0.00;0.00;0.00
61.189.288/0001-89;2025-12-31;5;154423;MARISA LOJAS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.67;3.67;3.490000;2.71;2.61;0.00
61.189.288/0001-89;2025-12-31;5;154423;MARISA LOJAS S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.17;0.00;0.000000;0.00;0.00;0.00
61.189.288/0001-89;2025-12-31;5;154423;MARISA LOJAS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.58;3.58;2.330000;6.77;5.10;0.00
61.189.288/0001-89;2025-12-31;5;154423;MARISA LOJAS S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
61.189.288/0001-89;2025-12-31;5;154423;MARISA LOJAS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;2.75;2.75;14.230000;1.39;1.60;0.00
61.189.288/0001-89;2025-12-31;5;154423;MARISA LOJAS S.A.;2025-01-01;2025-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
61.189.288/0001-89;2025-12-31;5;154423;MARISA LOJAS S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;2.00;0.00;8.410000;0.74;1.47;0.00
61.351.532/0001-68;2025-12-31;10;154382;AZEVEDO E TRAVASSOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
61.351.532/0001-68;2025-12-31;10;154382;AZEVEDO E TRAVASSOS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
61.351.532/0001-68;2025-12-31;10;154382;AZEVEDO E TRAVASSOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
61.351.532/0001-68;2025-12-31;10;154382;AZEVEDO E TRAVASSOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
61.351.532/0001-68;2025-12-31;10;154382;AZEVEDO E TRAVASSOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
61.351.532/0001-68;2025-12-31;10;154382;AZEVEDO E TRAVASSOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
61.374.161/0001-30;2025-12-31;1;149188;BAUMER S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;0.00;0.000000;0.00;0.00;0.00
61.374.161/0001-30;2025-12-31;1;149188;BAUMER S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;0.00;0.000000;0.00;0.00;0.00
61.374.161/0001-30;2025-12-31;1;149188;BAUMER S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;6.00;0.00;0.000000;0.00;0.00;0.00
61.374.161/0001-30;2025-12-31;1;149188;BAUMER S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;6.00;0.00;0.000000;0.00;0.00;0.00
61.486.650/0001-83;2025-12-31;7;153826;DIAGNOSTICOS DA AMERICA S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;2.00;0.096000;25.12;44.04;0.00
61.486.650/0001-83;2025-12-31;7;153826;DIAGNOSTICOS DA AMERICA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;12.83;10.00;0.688000;25.12;44.04;0.00
61.486.650/0001-83;2025-12-31;7;153826;DIAGNOSTICOS DA AMERICA S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.50;2.00;0.198000;40.33;0.00;0.00
61.486.650/0001-83;2025-12-31;7;153826;DIAGNOSTICOS DA AMERICA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;14.58;13.00;1.433000;40.33;0.00;34.14
61.486.650/0001-83;2025-12-31;7;153826;DIAGNOSTICOS DA AMERICA S.A.;2024-01-01;2024-12-31;Conselho de Administração;6.75;2.00;0.123000;24.15;0.00;0.00
61.486.650/0001-83;2025-12-31;7;153826;DIAGNOSTICOS DA AMERICA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;10.50;5.00;0.156000;24.52;0.00;0.00
61.486.650/0001-83;2025-12-31;7;153826;DIAGNOSTICOS DA AMERICA S.A.;2025-01-01;2025-12-31;Conselho de Administração;7.00;2.00;0.123000;24.15;0.00;0.00
61.486.650/0001-83;2025-12-31;7;153826;DIAGNOSTICOS DA AMERICA S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;10.00;5.00;0.156000;24.52;0.00;0.00
62.002.886/0001-60;2025-12-31;5;153473;SAO PAULO TURISMO S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
62.002.886/0001-60;2025-12-31;5;153473;SAO PAULO TURISMO S.A.;2024-01-01;2024-12-31;Conselho Fiscal;7.00;0.00;0.000000;0.00;0.00;0.00
62.002.886/0001-60;2025-12-31;5;153473;SAO PAULO TURISMO S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;7.00;0.00;0.000000;0.00;0.00;0.00
62.144.175/0001-20;2025-12-31;11;154451;BCO PINE S.A;2022-01-01;2022-12-31;Conselho de Administração;5.50;4.00;0.000000;0.00;0.00;0.00
62.144.175/0001-20;2025-12-31;11;154451;BCO PINE S.A;2022-01-01;2022-12-31;Conselho Fiscal;1.25;1.25;0.000000;0.00;0.00;0.00
62.144.175/0001-20;2025-12-31;11;154451;BCO PINE S.A;2022-01-01;2022-12-31;Diretoria Estatutária;8.42;8.42;0.000000;0.00;0.00;0.00
62.144.175/0001-20;2025-12-31;11;154451;BCO PINE S.A;2024-01-01;2024-12-31;Conselho de Administração;6.00;4.00;0.000000;0.00;0.00;0.00
62.144.175/0001-20;2025-12-31;11;154451;BCO PINE S.A;2024-01-01;2024-12-31;Conselho Fiscal;1.75;1.75;0.000000;0.00;0.00;0.00
62.144.175/0001-20;2025-12-31;11;154451;BCO PINE S.A;2024-01-01;2024-12-31;Diretoria Estatutária;10.00;10.00;0.000000;0.00;0.00;0.00
62.144.175/0001-20;2025-12-31;11;154451;BCO PINE S.A;2025-01-01;2025-12-31;Conselho de Administração;6.00;4.00;0.000000;0.00;0.00;0.00
62.144.175/0001-20;2025-12-31;11;154451;BCO PINE S.A;2025-01-01;2025-12-31;Conselho Fiscal;3.00;3.00;0.000000;0.00;0.00;0.00
62.144.175/0001-20;2025-12-31;11;154451;BCO PINE S.A;2025-01-01;2025-12-31;Diretoria Estatutária;10.00;10.00;0.000000;0.00;0.00;0.00
64.904.295/0001-03;2025-02-28;7;149973;CAMIL ALIMENTOS S.A.;2022-03-01;2023-02-28;Conselho de Administração;8.33;5.00;0.000000;0.00;0.00;0.00
64.904.295/0001-03;2025-02-28;7;149973;CAMIL ALIMENTOS S.A.;2022-03-01;2023-02-28;Diretoria Estatutária;2.00;2.00;5.000000;8.81;0.00;0.00
64.904.295/0001-03;2025-02-28;7;149973;CAMIL ALIMENTOS S.A.;2021-03-01;2022-02-28;Conselho de Administração;7.00;4.00;0.000000;0.00;0.00;0.00
64.904.295/0001-03;2025-02-28;7;149973;CAMIL ALIMENTOS S.A.;2021-03-01;2022-02-28;Diretoria Estatutária;2.00;2.00;3.000000;8.73;0.00;0.00
64.904.295/0001-03;2025-02-28;7;149973;CAMIL ALIMENTOS S.A.;2024-03-01;2025-02-28;Conselho de Administração;7.67;7.00;0.000000;0.00;0.00;0.00
64.904.295/0001-03;2025-02-28;7;149973;CAMIL ALIMENTOS S.A.;2024-03-01;2025-02-28;Diretoria Estatutária;2.00;2.00;4.000000;8.70;0.00;0.00
64.904.295/0001-03;2025-02-28;7;149973;CAMIL ALIMENTOS S.A.;2023-03-01;2024-02-29;Conselho de Administração;9.00;5.00;0.000000;0.00;0.00;0.00
64.904.295/0001-03;2025-02-28;7;149973;CAMIL ALIMENTOS S.A.;2023-03-01;2024-02-29;Diretoria Estatutária;2.00;2.00;3.000000;8.75;0.00;0.00
67.010.660/0001-24;2025-12-31;5;154796;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;5.00;0.000000;0.00;0.00;0.00
67.010.660/0001-24;2025-12-31;5;154796;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;6.00;3.00;0.000000;0.00;0.00;0.00
67.010.660/0001-24;2025-12-31;5;154796;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;0.000000;0.00;0.00;0.00
67.010.660/0001-24;2025-12-31;5;154796;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;5.00;0.000000;0.00;0.00;0.00
67.010.660/0001-24;2025-12-31;5;154796;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Conselho Fiscal;6.00;3.00;0.000000;0.00;0.00;0.00
67.010.660/0001-24;2025-12-31;5;154796;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;0.000000;0.00;0.00;0.00
67.010.660/0001-24;2025-12-31;5;154796;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;8.00;6.00;0.000000;0.00;0.00;0.00
67.010.660/0001-24;2025-12-31;5;154796;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2024-01-01;2024-12-31;Conselho Fiscal;8.00;4.00;0.000000;0.00;0.00;0.00
67.010.660/0001-24;2025-12-31;5;154796;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;0.000000;0.00;0.00;0.00
67.620.377/0001-14;2025-12-31;18;154669;MINERVA S.A.;2023-01-01;2023-12-31;Conselho de Administração;12.08;6.00;1.251000;0.01;0.01;0.01
67.620.377/0001-14;2025-12-31;18;154669;MINERVA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.25;4.00;4.655000;0.01;0.01;0.01
67.620.377/0001-14;2025-12-31;18;154669;MINERVA S.A.;2022-01-01;2022-12-31;Conselho de Administração;11.67;5.00;0.074000;0.01;0.00;0.00
67.620.377/0001-14;2025-12-31;18;154669;MINERVA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;5.00;0.403000;0.01;0.00;0.00
67.620.377/0001-14;2025-12-31;18;154669;MINERVA S.A.;2024-01-01;2024-12-31;Conselho de Administração;12.00;5.00;0.216000;0.01;0.01;0.01
67.620.377/0001-14;2025-12-31;18;154669;MINERVA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;6.83;6.83;1.036000;0.01;0.01;0.01
67.620.377/0001-14;2025-12-31;18;154669;MINERVA S.A.;2025-01-01;2025-12-31;Conselho de Administração;12.00;7.00;0.838000;0.01;0.01;0.01
67.620.377/0001-14;2025-12-31;18;154669;MINERVA S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;7.00;7.00;2.121000;0.01;0.01;0.01
71.673.990/0001-77;2025-12-31;11;152587;NATURA COSMÉTICOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.20;3.00;22.000000;15.29;0.00;11.87
71.673.990/0001-77;2025-12-31;11;152587;NATURA COSMÉTICOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;3.67;0.00;0.000000;0.00;0.00;0.00
71.673.990/0001-77;2025-12-31;11;152587;NATURA COSMÉTICOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
71.673.990/0001-77;2025-12-31;11;152587;NATURA COSMÉTICOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;2.00;13.000000;15.66;0.00;12.77
71.673.990/0001-77;2025-12-31;11;152587;NATURA COSMÉTICOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
71.673.990/0001-77;2025-12-31;11;152587;NATURA COSMÉTICOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.17;2.00;12.000000;15.05;0.00;11.46
71.673.990/0001-77;2025-12-31;11;152587;NATURA COSMÉTICOS S.A.;2025-01-01;2025-12-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
71.673.990/0001-77;2025-12-31;11;152587;NATURA COSMÉTICOS S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;4.00;2.00;12.000000;19.28;0.00;0.00
73.178.600/0001-18;2025-12-31;7;154269;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;2025-01-01;2025-12-31;Conselho de Administração;9.83;0.00;0.000000;0.00;0.00;0.00
73.178.600/0001-18;2025-12-31;7;154269;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;2025-01-01;2025-12-31;Diretoria Estatutária;6.00;0.00;0.000000;0.00;0.00;0.00
