CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Quantidade_Total_Membros;Quantidade_Membros_Remunerados;Quantidade_Acoes;Preco_Medio_Ponderado_Aquisicao;Preco_Medio_Ponderado_Mercado;Valor_Diferenca_Aquisicao_Mercado
51.466.860/0001-56;2025-03-31;9;151561;SAO MARTINHO S.A.;2022-04-01;2023-03-31;Diretoria Estatutária;11.00;0.00;0;0.00;0.00;0.00
51.466.860/0001-56;2025-03-31;9;151561;SAO MARTINHO S.A.;2023-04-01;2024-03-31;Diretoria Estatutária;11.00;5.00;0;0.00;0.00;0.00
51.466.860/0001-56;2025-03-31;9;151561;SAO MARTINHO S.A.;2021-04-01;2022-03-31;Diretoria Estatutária;10.70;0.00;0;0.00;0.00;0.00
51.928.174/0001-50;2025-12-31;3;152205;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;5.00;0;0.00;0.00;0.00
52.548.435/0001-79;2025-12-31;3;154228;JSL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.33;2.00;188332;12.08;7.24;911526.88
52.548.435/0001-79;2025-12-31;3;154228;JSL S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.17;0.00;0;0.00;0.00;0.00
52.548.435/0001-79;2025-12-31;3;154228;JSL S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
52.548.435/0001-79;2025-12-31;3;154228;JSL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;94336;7.42;3.80;341496.32
52.548.435/0001-79;2025-12-31;3;154228;JSL S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
52.548.435/0001-79;2025-12-31;3;154228;JSL S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.67;3.67;197896;16.74;10.85;1165607.44
53.113.791/0001-22;2025-12-31;10;154818;TOTVS S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;1.00;282717;0.00;27.91;-7890631.47
53.113.791/0001-22;2025-12-31;10;154818;TOTVS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;8.00;8.00;1071000;0.00;27.91;-29891610.00
53.113.791/0001-22;2025-12-31;10;154818;TOTVS S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;1.00;283905;0.00;32.38;-9192843.90
53.113.791/0001-22;2025-12-31;10;154818;TOTVS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;6.00;848250;0.00;32.38;-27466335.00
53.113.791/0001-22;2025-12-31;10;154818;TOTVS S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;1.00;266031;0.00;25.44;-6767828.64
53.113.791/0001-22;2025-12-31;10;154818;TOTVS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;7.00;7.00;1235250;0.00;25.44;-31424760.00
56.720.428/0001-63;2025-12-31;3;152181;ROMI S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;0.00;0;0.00;0.00;0.00
56.720.428/0001-63;2025-12-31;3;152181;ROMI S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
56.720.428/0001-63;2025-12-31;3;152181;ROMI S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;0.00;0;0.00;0.00;0.00
56.720.428/0001-63;2025-12-31;3;152181;ROMI S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.25;0.00;0;0.00;0.00;0.00
56.720.428/0001-63;2025-12-31;3;152181;ROMI S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
56.720.428/0001-63;2025-12-31;3;152181;ROMI S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;0.00;0;0.00;0.00;0.00
56.720.428/0001-63;2025-12-31;3;152181;ROMI S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;6.00;0.00;0;0.00;0.00;0.00
56.720.428/0001-63;2025-12-31;3;152181;ROMI S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
56.720.428/0001-63;2025-12-31;3;152181;ROMI S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.75;0.00;0;0.00;0.00;0.00
58.119.199/0001-51;2025-12-31;8;154798;ODONTOPREV S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;0.00;0;0.00;0.00;0.00
58.119.199/0001-51;2025-12-31;8;154798;ODONTOPREV S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;0.00;0;0.00;0.00;0.00
58.119.199/0001-51;2025-12-31;8;154798;ODONTOPREV S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
58.119.199/0001-51;2025-12-31;8;154798;ODONTOPREV S.A.;2023-01-01;2023-12-31;Conselho de Administração;8.00;0.00;0;0.00;0.00;0.00
58.119.199/0001-51;2025-12-31;8;154798;ODONTOPREV S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;7.00;0.00;0;0.00;0.00;0.00
58.119.199/0001-51;2025-12-31;8;154798;ODONTOPREV S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
58.119.199/0001-51;2025-12-31;8;154798;ODONTOPREV S.A.;2024-01-01;2024-12-31;Conselho de Administração;8.00;0.00;0;0.00;0.00;0.00
58.119.199/0001-51;2025-12-31;8;154798;ODONTOPREV S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;6.67;0.00;0;0.00;0.00;0.00
58.119.199/0001-51;2025-12-31;8;154798;ODONTOPREV S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
58.119.199/0001-51;2025-12-31;8;154798;ODONTOPREV S.A.;2025-01-01;2025-12-31;Conselho de Administração;8.00;0.00;0;0.00;0.00;0.00
58.119.199/0001-51;2025-12-31;8;154798;ODONTOPREV S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;8.50;0.00;0;0.00;0.00;0.00
58.119.199/0001-51;2025-12-31;8;154798;ODONTOPREV S.A.;2025-01-01;2025-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
59.105.999/0001-86;2025-12-31;6;152922;WHIRLPOOL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;3.00;1404;0.00;0.00;0.00
59.105.999/0001-86;2025-12-31;6;152922;WHIRLPOOL S.A.;2022-01-01;2022-12-31;Conselho de Administração;4.00;3.00;5797;0.00;0.00;0.00
59.105.999/0001-86;2025-12-31;6;152922;WHIRLPOOL S.A.;2025-01-01;2025-12-31;Conselho de Administração;3.00;2.00;2170;0.00;0.00;0.00
59.105.999/0001-86;2025-12-31;6;152922;WHIRLPOOL S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;3.00;3.00;3564;0.00;0.00;0.00
59.418.806/0001-47;2025-12-31;5;154213;TRACK & FIELD CO S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
59.418.806/0001-47;2025-12-31;5;154213;TRACK & FIELD CO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.08;3.00;41512;0.00;10.76;-446669.12
59.418.806/0001-47;2025-12-31;5;154213;TRACK & FIELD CO S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;5.00;4.00;86218;0.00;12.86;-1108763.48
59.418.806/0001-47;2025-12-31;5;154213;TRACK & FIELD CO S.A.;2024-01-01;2024-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
59.418.806/0001-47;2025-12-31;5;154213;TRACK & FIELD CO S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;5.92;5.00;197776;0.00;10.40;-2056870.40
59.418.806/0001-47;2025-12-31;5;154213;TRACK & FIELD CO S.A.;2025-01-01;2025-12-31;Conselho de Administração;6.00;6.00;0;0.00;0.00;0.00
60.398.369/0004-79;2025-12-31;7;154400;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho de Administração;6.25;0.00;0;0.00;0.00;0.00
60.398.369/0004-79;2025-12-31;7;154400;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
60.398.369/0004-79;2025-12-31;7;154400;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Diretoria Estatutária;2.67;0.00;0;0.00;0.00;0.00
60.398.369/0004-79;2025-12-31;7;154400;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
60.398.369/0004-79;2025-12-31;7;154400;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Conselho Fiscal;2.75;0.00;0;0.00;0.00;0.00
60.398.369/0004-79;2025-12-31;7;154400;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Diretoria Estatutária;1.92;0.00;0;0.00;0.00;0.00
60.398.369/0004-79;2025-12-31;7;154400;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;2024-01-01;2024-12-31;Conselho de Administração;6.67;0.00;0;0.00;0.00;0.00
60.398.369/0004-79;2025-12-31;7;154400;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;2024-01-01;2024-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
60.398.369/0004-79;2025-12-31;7;154400;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;2024-01-01;2024-12-31;Diretoria Estatutária;2.08;0.00;0;0.00;0.00;0.00
60.398.369/0004-79;2025-12-31;7;154400;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;2025-01-01;2025-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
60.398.369/0004-79;2025-12-31;7;154400;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;2025-01-01;2025-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
60.398.369/0004-79;2025-12-31;7;154400;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;2025-01-01;2025-12-31;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
60.537.263/0001-66;2025-12-31;6;154479;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;9.00;2.00;0;0.00;0.00;0.00
60.537.263/0001-66;2025-12-31;6;154479;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;4.00;340000;3.77;4.61;-285600.00
60.537.263/0001-66;2025-12-31;6;154479;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;2024-01-01;2024-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
60.543.816/0001-93;2025-12-31;9;154638;IGUATEMI S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;6.25;0;0.00;0.00;0.00
60.543.816/0001-93;2025-12-31;9;154638;IGUATEMI S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;266173;20.30;20.30;0.00
60.543.816/0001-93;2025-12-31;9;154638;IGUATEMI S.A.;2023-01-01;2023-12-31;Conselho de Administração;8.00;8.00;0;0.00;0.00;0.00
60.543.816/0001-93;2025-12-31;9;154638;IGUATEMI S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;556374;19.08;19.08;0.00
60.543.816/0001-93;2025-12-31;9;154638;IGUATEMI S.A.;2024-01-01;2024-12-31;Conselho de Administração;8.00;8.00;0;0.00;0.00;0.00
60.543.816/0001-93;2025-12-31;9;154638;IGUATEMI S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;5.00;5.00;359832;19.08;19.08;0.00
60.651.809/0001-05;2025-12-31;4;154178;SUZANO HOLDING S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;0.00;0;0.00;0.00;0.00
60.651.809/0001-05;2025-12-31;4;154178;SUZANO HOLDING S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.67;0.00;0;0.00;0.00;0.00
60.651.809/0001-05;2025-12-31;4;154178;SUZANO HOLDING S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;0.00;0;0.00;0.00;0.00
60.651.809/0001-05;2025-12-31;4;154178;SUZANO HOLDING S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;4.00;0.00;0;0.00;0.00;0.00
60.840.055/0001-31;2025-12-31;10;154684;FLEURY S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.75;3.75;894115;0.00;15.29;-13671018.35
60.840.055/0001-31;2025-12-31;10;154684;FLEURY S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.58;3.58;1581885;0.00;14.96;-23664999.60
60.840.055/0001-31;2025-12-31;10;154684;FLEURY S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.58;4.58;2217485;0.00;13.32;-29536900.20
60.851.615/0001-53;2025-12-31;2;151943;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho de Administração;2.92;2.92;0;0.00;0.00;0.00
60.851.615/0001-53;2025-12-31;2;151943;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Diretoria Estatutária;2.83;2.83;0;0.00;0.00;0.00
60.851.615/0001-53;2025-12-31;2;151943;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Conselho de Administração;2.84;2.84;0;0.00;0.00;0.00
60.851.615/0001-53;2025-12-31;2;151943;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0;0.00;0.00;0.00
60.851.615/0001-53;2025-12-31;2;151943;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;2024-01-01;2024-12-31;Conselho de Administração;3.33;3.33;0;0.00;0.00;0.00
60.851.615/0001-53;2025-12-31;2;151943;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;0;0.00;0.00;0.00
60.872.504/0001-23;2025-12-31;12;154594;ITAU UNIBANCO HOLDING S.A.;2022-01-01;2022-12-31;Conselho de Administração;12.00;12.00;1849933;21.77;25.16;-6271272.87
60.872.504/0001-23;2025-12-31;12;154594;ITAU UNIBANCO HOLDING S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;26.50;26.50;3405949;21.77;25.47;-12602011.30
60.872.504/0001-23;2025-12-31;12;154594;ITAU UNIBANCO HOLDING S.A.;2024-01-01;2024-12-31;Conselho de Administração;12.75;12.75;1114915;33.21;33.52;-345623.65
60.872.504/0001-23;2025-12-31;12;154594;ITAU UNIBANCO HOLDING S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;35.92;35.92;5832981;33.21;34.07;-5016363.66
60.872.504/0001-23;2025-12-31;12;154594;ITAU UNIBANCO HOLDING S.A.;2023-01-01;2023-12-31;Conselho de Administração;12.00;12.00;1326606;25.98;25.22;1008220.56
60.872.504/0001-23;2025-12-31;12;154594;ITAU UNIBANCO HOLDING S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;30.50;30.50;4578337;25.98;25.00;4486770.26
61.065.298/0001-02;2025-12-31;2;149599;MANGELS INDUSTRIAL S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
61.065.298/0001-02;2025-12-31;2;149599;MANGELS INDUSTRIAL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
61.065.298/0001-02;2025-12-31;2;149599;MANGELS INDUSTRIAL S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;7.00;0;0.00;0.00;0.00
61.065.298/0001-02;2025-12-31;2;149599;MANGELS INDUSTRIAL S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;0;0.00;0.00;0.00
61.065.298/0001-02;2025-12-31;2;149599;MANGELS INDUSTRIAL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0;0.00;0.00;0.00
61.065.298/0001-02;2025-12-31;2;149599;MANGELS INDUSTRIAL S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;7.00;0;0.00;0.00;0.00
61.065.298/0001-02;2025-12-31;2;149599;MANGELS INDUSTRIAL S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;0;0.00;0.00;0.00
61.065.298/0001-02;2025-12-31;2;149599;MANGELS INDUSTRIAL S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.00;3.00;0;0.00;0.00;0.00
61.079.117/0001-05;2025-12-31;11;154630;ALPARGATAS S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;2.00;28274;0.00;21.22;-599974.28
61.079.117/0001-05;2025-12-31;11;154630;ALPARGATAS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;1.00;11394;0.00;21.96;-250212.24
61.079.117/0001-05;2025-12-31;11;154630;ALPARGATAS S.A.;2023-01-01;2023-12-31;Conselho de Administração;8.00;2.00;0;0.00;0.00;0.00
61.079.117/0001-05;2025-12-31;11;154630;ALPARGATAS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;2.25;5449028;7.82;30.71;-124728250.92
61.079.117/0001-05;2025-12-31;11;154630;ALPARGATAS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;2.00;9516;9.30;40.32;-295186.32
61.088.894/0001-08;2025-12-31;1;148547;CAMBUCI S.A.;2022-01-01;2022-12-31;Conselho de Administração;3.00;0.00;3;0.00;0.00;0.00
61.088.894/0001-08;2025-12-31;1;148547;CAMBUCI S.A.;2023-01-01;2023-12-31;Conselho de Administração;3.00;0.00;0;0.00;0.00;0.00
61.088.894/0001-08;2025-12-31;1;148547;CAMBUCI S.A.;2024-01-01;2024-12-31;Conselho de Administração;3.00;0.00;0;0.00;0.00;0.00
61.156.113/0001-75;2025-12-31;6;153932;IOCHPE MAXION S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;71511;22.79;12.24;754441.05
61.156.113/0001-75;2025-12-31;6;153932;IOCHPE MAXION S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.67;3.00;79825;20.48;11.21;739977.75
61.156.113/0001-75;2025-12-31;6;153932;IOCHPE MAXION S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;4.00;82365;18.47;12.90;458773.05
61.156.931/0001-78;2025-12-31;6;154260;ALIPERTI S.A.;2023-01-01;2023-12-31;Conselho de Administração;4.00;4.00;0;0.00;0.00;0.00
61.156.931/0001-78;2025-12-31;6;154260;ALIPERTI S.A.;2024-01-01;2024-12-31;Conselho de Administração;4.00;4.00;0;0.00;0.00;0.00
61.186.680/0001-74;2025-12-31;11;154661;BANCO BMG S/A;2022-01-01;2022-12-31;Conselho de Administração;8.67;0.00;0;0.00;0.00;0.00
61.186.680/0001-74;2025-12-31;11;154661;BANCO BMG S/A;2022-01-01;2022-12-31;Diretoria Estatutária;13.17;12.50;1535749;2.15;2.15;0.00
61.186.680/0001-74;2025-12-31;11;154661;BANCO BMG S/A;2022-01-01;2022-12-31;Conselho Fiscal;6.00;0.00;0;0.00;0.00;0.00
61.186.680/0001-74;2025-12-31;11;154661;BANCO BMG S/A;2023-01-01;2023-12-31;Conselho de Administração;9.00;0.00;0;0.00;0.00;0.00
61.186.680/0001-74;2025-12-31;11;154661;BANCO BMG S/A;2023-01-01;2023-12-31;Conselho Fiscal;6.00;0.00;0;0.00;0.00;0.00
61.186.680/0001-74;2025-12-31;11;154661;BANCO BMG S/A;2023-01-01;2023-12-31;Diretoria Estatutária;10.42;0.00;0;0.00;0.00;0.00
61.186.680/0001-74;2025-12-31;11;154661;BANCO BMG S/A;2024-01-01;2024-12-31;Conselho de Administração;8.92;0.00;0;0.00;0.00;0.00
61.186.680/0001-74;2025-12-31;11;154661;BANCO BMG S/A;2024-01-01;2024-12-31;Conselho Fiscal;6.00;0.00;0;0.00;0.00;0.00
61.186.680/0001-74;2025-12-31;11;154661;BANCO BMG S/A;2024-01-01;2024-12-31;Diretoria Estatutária;11.83;5.00;4938068;3.77;3.77;0.00
61.189.288/0001-89;2025-12-31;5;154423;MARISA LOJAS S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.17;0.00;0;0.00;0.00;0.00
61.189.288/0001-89;2025-12-31;5;154423;MARISA LOJAS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.58;1.00;0;0.00;0.00;0.00
61.189.288/0001-89;2025-12-31;5;154423;MARISA LOJAS S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.08;0.00;0;0.00;0.00;0.00
61.189.288/0001-89;2025-12-31;5;154423;MARISA LOJAS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.67;3.00;66355;0.00;0.73;-48439.15
61.189.288/0001-89;2025-12-31;5;154423;MARISA LOJAS S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
61.189.288/0001-89;2025-12-31;5;154423;MARISA LOJAS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;2.75;0.00;0;0.00;0.00;0.00
61.351.532/0001-68;2025-12-31;10;154382;AZEVEDO E TRAVASSOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
61.351.532/0001-68;2025-12-31;10;154382;AZEVEDO E TRAVASSOS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
61.351.532/0001-68;2025-12-31;10;154382;AZEVEDO E TRAVASSOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
61.351.532/0001-68;2025-12-31;10;154382;AZEVEDO E TRAVASSOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
61.351.532/0001-68;2025-12-31;10;154382;AZEVEDO E TRAVASSOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
61.351.532/0001-68;2025-12-31;10;154382;AZEVEDO E TRAVASSOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
61.351.532/0001-68;2025-12-31;10;154382;AZEVEDO E TRAVASSOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
61.374.161/0001-30;2025-12-31;1;149188;BAUMER S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;0.00;0;0.00;0.00;0.00
61.374.161/0001-30;2025-12-31;1;149188;BAUMER S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;6.00;0;0.00;0.00;0.00
61.374.161/0001-30;2025-12-31;1;149188;BAUMER S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;6.00;0.00;0;0.00;0.00;0.00
61.374.161/0001-30;2025-12-31;1;149188;BAUMER S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;6.00;0.00;0;0.00;0.00;0.00
61.486.650/0001-83;2025-12-31;7;153826;DIAGNOSTICOS DA AMERICA S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.50;0.00;0;0.00;0.00;0.00
61.486.650/0001-83;2025-12-31;7;153826;DIAGNOSTICOS DA AMERICA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;14.58;2.00;17229;30.68;34.14;-59612.34
61.486.650/0001-83;2025-12-31;7;153826;DIAGNOSTICOS DA AMERICA S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
61.486.650/0001-83;2025-12-31;7;153826;DIAGNOSTICOS DA AMERICA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;12.83;0.00;0;0.00;0.00;0.00
61.486.650/0001-83;2025-12-31;7;153826;DIAGNOSTICOS DA AMERICA S.A.;2024-01-01;2024-12-31;Conselho de Administração;6.75;0.00;0;0.00;0.00;0.00
61.486.650/0001-83;2025-12-31;7;153826;DIAGNOSTICOS DA AMERICA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;10.50;0.00;0;0.00;0.00;0.00
61.532.644/0001-15;2025-12-31;5;154001;ITAÚSA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;7.00;3.00;155176;0.00;9.78;-1517621.28
61.584.140/0001-49;2025-12-31;7;154502;REDE ENERGIA PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Conselho de Administração;4.00;0.00;0;0.00;0.00;0.00
61.584.140/0001-49;2025-12-31;7;154502;REDE ENERGIA PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
61.584.140/0001-49;2025-12-31;7;154502;REDE ENERGIA PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
61.584.140/0001-49;2025-12-31;7;154502;REDE ENERGIA PARTICIPAÇÕES S.A.;2024-01-01;2024-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
61.584.140/0001-49;2025-12-31;7;154502;REDE ENERGIA PARTICIPAÇÕES S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
61.584.140/0001-49;2025-12-31;7;154502;REDE ENERGIA PARTICIPAÇÕES S.A.;2024-01-01;2024-12-31;Conselho de Administração;4.00;0.00;0;0.00;0.00;0.00
61.584.140/0001-49;2025-12-31;7;154502;REDE ENERGIA PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
61.584.140/0001-49;2025-12-31;7;154502;REDE ENERGIA PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
61.584.140/0001-49;2025-12-31;7;154502;REDE ENERGIA PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Conselho de Administração;4.00;0.00;0;0.00;0.00;0.00
61.585.865/0001-51;2025-12-31;6;154794;RAIA DROGASIL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;8.00;8.00;530666;0.00;23.36;-12396357.76
61.585.865/0001-51;2025-12-31;6;154794;RAIA DROGASIL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;8.00;8.00;561425;0.00;22.68;-12733119.00
61.585.865/0001-51;2025-12-31;6;154794;RAIA DROGASIL S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;8.00;8.00;797279;0.00;26.27;-20944519.33
62.144.175/0001-20;2025-12-31;11;154451;BCO PINE S.A;2022-01-01;2022-12-31;Conselho de Administração;5.50;4.00;0;0.00;0.00;0.00
62.144.175/0001-20;2025-12-31;11;154451;BCO PINE S.A;2022-01-01;2022-12-31;Conselho Fiscal;1.25;1.25;0;0.00;0.00;0.00
62.144.175/0001-20;2025-12-31;11;154451;BCO PINE S.A;2022-01-01;2022-12-31;Diretoria Estatutária;8.42;8.42;3099444;1.58;0.00;4897121.52
